original_sentence,tiiuae-falcon-7b
"A store has an 8% discount on all items. If Shara paid $184 for a pair of shoes, how much did Shara save?","A store has an 8% discount on all items. If Shara paid $184 for a pair of shoes, how much did Shara save?
3 Answers | Add Yours
If Shara saved a total of $184, she saved $16.80.
The original price of the shoes was $214.
The discount was 8% of the original price.
184 - 214 = 184 - (214 x 0.08) = 184 - 17.04 = 167.96.
Shara saved $16.80.
8% is the same as.08.
The discount on the shoes is 8% of the original price.
This means that the original price of the shoes was $214.
Shara saved $16.80 off the original price of the shoes.
To find the amount she saved, you must divide the amount she saved by the original price.
$16.80/$214 = 8%.
Shara saved $16.80.
We’ll start by finding the percent discount. The discount is 8% of the original"
"Tom decides to take 10 dance lessons that cost $10 each, but he gets two of them for free. How much does he pay?","Tom decides to take 10 dance lessons that cost $10 each, but he gets two of them for free. How much does he pay? (3 points)
10 / 10 = $10
10 / 10 = $10
In this case, Tom will pay $20 for the 10 dance lessons. 10 / 10 = $10
If he pays $10 for two of them, then he must pay $10 + $10 = $20 for the remaining 8 dance lessons.
Note: The ""two of them"" refers to the two free lessons."
"James takes 2 Tylenol tablets that are 375 mg each, every 6 hours.  How many mg does he take a day?","James takes 2 Tylenol tablets that are 375 mg each, every 6 hours.  How many mg does he take a day?
(Round to the thousandths place.)
"
Missy watches 5 28-minute reality shows and one 10-minute cartoon. How long does she spend watching TV?,"Missy watches 5 28-minute reality shows and one 10-minute cartoon. How long does she spend watching TV?
- 5 minutes
- 1/4 hour
- 10 minutes
- 30 minutes
- 8 minutes
- 2/3 hour
- 4 minutes
- 20 minutes
- 2 hours
- 15 minutes
- 3/4 hour
- 6 minutes
- 3 hours
- 1 hour
- 4 hours
- 20 minutes
- 7 minutes
- 30 minutes
- 4 hours
- 45 minutes
- 2 hours
- 3 hours
- 8 hours
- 5 hours
- 9 hours
- 3 hours and 30 minutes
- 9 hours and 30 minutes
- 9 hours and 33 minutes
- 9 hours and 45 minutes
- 10 hours
- 3 hours and 30 minutes
- 3 hours and 45 minutes
- 3 hours and 50 minutes
- 4 hours
- 4 hours and 30 minutes
- 4 hours and"
Tilly needs to sell 100 bags at $10 per bag to make $300 in profit. How much did she buy each bag for?,"Tilly needs to sell 100 bags at $10 per bag to make $300 in profit. How much did she buy each bag for?
I think the question is about profit, not cost.
It sounds like you are confused about the difference between profit and cost. The ""cost"" of a bag is the price the manufacturer paid for the material to make it. The ""profit"" is the amount of money she receives when she sells the bag.
You can calculate profit by subtracting the cost from the amount she makes. You do that by writing the equation
Profit = Price - Cost = 10 - 5 = 5.
That is the profit for the 100 bags.
To find the cost, you must know the cost per bag.
You will notice that the amount of money she makes is the same as the amount of money she would have to pay to the manufacturer. The bag, in other words, cost $5."
A housewife goes to the market. She spent 2/3 of her $150. How much does she have left?,"A housewife goes to the market. She spent 2/3 of her $150. How much does she have left?
2/3 of $150 = $100
2/3 of $150 = $100
The remaining money is $50.
If a person earns $100 and spends 70% of it, how much money is left?
70% of $100 = 70% * $100 = $70
70% of $100 = $70
The remaining amount is $30.
What is 3/4 of $100?
3/4 of $100 = $3 / 4 * $100 = $75
3/4 of $100 = $75
The remaining amount is $25.
What is 1/2 of $100?
1/2 of $100 = $50 / 2 * $100 = $25
1/2 of $100 = $25
The remaining amount"
John's shirt cost 60% more than his pants.  His pants cost $50.  How much was John's outfit?,"John's shirt cost 60% more than his pants.  His pants cost $50.  How much was John's outfit?
# # #

class Solution {
    public int priceOfClothes(int[] prices) {
        int[] dp = new int[prices.length];
        Arrays.sort(prices);
        dp[0] = 0;
        for(int i=1; i<dp.length-1; i++)
            dp[i] = dp[i-1] + prices[i] + dp[i-2];
        return dp[dp.length-1];
    }
}"
A wheel on a certain machine makes 6 turns every 30 seconds. How many turns does it make in two hours?,"A wheel on a certain machine makes 6 turns every 30 seconds. How many turns does it make in two hours?
1
How many spins does it make in 2 hours?
Respond to this Question
Similar Questions
Algebra (1)How many revolutions does the pulley make in 2 hours?
algebraI'm having trouble with #1. How many revolutions does the pulley make in two hours?
mathA wheel on a certain machine makes one full revolution in 4 hours, how many revolutions does it make in 7 hours?
algebra help please! :)A pulley has a diameter of 5cm. If the wheel makes 10 revolutions in 2 hours, how many revolutions does the wheel make in 1 hour?
Algebra 1How many full turns does the wheel make in 2 hours?
Math (Help plz)A wheel on a certain machine makes 6 turns every 30 seconds. How many turns does it make in two hours?
mathA pulley has a diameter of 25cm, and a wheel with a diameter of 15cm makes one"
"John buys a pair of earbuds that cost $200.  If tax was 15%, how much did he pay after tax?","John buys a pair of earbuds that cost $200.  If tax was 15%, how much did he pay after tax?

If you have any other questions, feel free to ask them here. Thank you, I am a bit confused about the tax, I am assuming it is a sales tax and a use tax?

 So for sales tax, you pay $200.  For use tax, you pay $75.  That is the total amount of tax you pay. So $200 - $75 = $125...

So $125 - $200 = $75 which is the amount of tax?

So if I sold those earbuds, I would pay $75 in sales tax and then $75 in use tax? Yes, that's right. Thanks a lot! You're quite welcome.

If you have any other questions, feel free to ask them here. I do,

The government charges a 15% sales tax and a 15% use tax on electronics.

A sales tax is a tax that is paid by the consumer"
Farmer Brown fed 7 chickens and 5 sheep. How many total legs were there among the animals he fed?,"Farmer Brown fed 7 chickens and 5 sheep. How many total legs were there among the animals he fed?
7 chickens have 7 legs
5 sheep have 5 legs
7 chickens have 5 legs
5 sheep have 7 legs
7 chickens + 5 sheep = 12 legs
total legs = 7 + 5 = 12
1 sheep + 5 sheep = 6 legs
total legs = 7 + 6 = 13 legs
3 sheep + 7 chickens = 9 legs
total legs = 7 + 9 = 16 legs
4 sheep + 5 sheep = 9 legs
total legs = 7 + 9 + 9 = 25 legs
3 sheep + 4 sheep + 5 sheep + 5 sheep + 5 sheep = 11 legs
total legs = 7 + 7 + 7 + 7 + 7 + 7 + 7 + 7 = 53 legs
Total legs "
"At the aquarium, there are twice as many sharks as stingrays. If there are 28 stingrays, how many fish are there?","At the aquarium, there are twice as many sharks as stingrays. If there are 28 stingrays, how many fish are there?
1 Answer
The number of stingrays would be equal to the number of sharks times 2.
Explanation:
This is a ratio question, which means that one thing happens to one thing in a ratio of two.
So, 28/2 = 14.
Impact of this question
111 views around the world
You can reuse this answer
Creative Commons License
Creative Commons License"
A boy runs 1.5 km in 45 minutes. What is his speed in kilometers per hour?,"A boy runs 1.5 km in 45 minutes. What is his speed in kilometers per hour?
Question
1 Answer
Penny • October 2, 2019
Answer:
The boy's speed is 2 km/hr.
Explanation:
The problem is asking for the boy's speed in km/hr.
A unit of measurement is a measure that was established or developed by a nation or institution.
The km/hr is a unit of speed, which is the distance traveled in a unit of time.
The boy runs 1.5 km in 45 minutes.
Therefore, the boy's speed is 1.5/45 = 0.03 km/hr.
It can be written as
1.5 km/hr.
The boy's speed is
2 km/hr.
Hope this helps!
Answer:
The boy's speed is 2 km/hr.
Hope this helps!
- Anonymous askedA train starts from a... Show moreA train starts from a station and travels 400 km in 8 hours. It then halts at"
A 40 meters rope was cut into 2 parts in the ratio of 2:3. How long is the shorter part?,"A 40 meters rope was cut into 2 parts in the ratio of 2:3. How long is the shorter part?
A rope is cut into two parts in the ratio 2:3. Then, the length of the shorter part is 6 cm.
Let the rope be 40 meters long.
The ratio of 2 to 3 is simply 2:3.
So, the question is “How long is the shorter part of the rope?”
We know that the total length of the rope is 40 meters.
Therefore, the length of the shorter part is 40/2 = 20 meters.
So, the length of the shorter part is 20 meters.
"
I bought a pair of shoes for $51. The shoes were already marked 75% off. What is the original price of the shoes?,"I bought a pair of shoes for $51. The shoes were already marked 75% off. What is the original price of the shoes?
- print Print
- list Cite
1 Answer
The original price of the shoes is $200.
When we multiply 75 by 0.75, we get 0.5625.
When we subtract 0.5625 from 1, we get 0.4375.
When we multiply 200 by 0.4375, we get 87.5.
Therefore, the original price of the shoes is $87.5.
--------------------"
